Coffee/WaterRatio,Temperature,L-Malic acid,Trigonelline,Pyrogallol,Cinnamic acid,Citric acid,Quinic acid,Fructose,Glucose,Ferulic acid,Caffeic acid,Sucrose,Lactose,Maltose,Chlorogenic acid,Caffeine
12,84,0.015420062,0.000117507,8.16E-05,6.41E-06,0.036582792,0.781814477,2.16E-05,1.69E-06,2.63E-05,0.000117507,0.005068611,0.001896454,2.25E-05,0.128707026,0.006622112
12,85,0.009508038,0.000106724,6.83E-05,3.78E-06,0.025170896,0.793313848,2.15E-05,1.53E-06,2.90E-05,0.000106724,0.004308818,0.00181977,2.45E-05,0.11428227,0.006712159
12,85,0.116170354,0.005044543,0.013036464,0.000264256,0.755375912,1.931561229,0.001432958,0.00010395,0.000258044,0.005044543,0.054147587,0.014809029,0.000524964,1.178054699,0.920695543
12,85,0.012411404,0.000106637,6.38E-05,4.44E-06,0.034737381,0.79668782,1.94E-05,1.35E-06,2.01E-05,0.000106637,0.003804984,0.001501706,1.61E-05,0.121613001,0.006340816
12,85,0.118203773,0.005097988,0.012252856,0.000276103,0.967114255,1.800826494,0.001425579,9.61E-05,0.000246666,0.005097988,0.048512889,0.013558571,0.000641238,1.135535127,1.135056017
12,85,0.111339509,0.005040077,0.012711314,0.000265062,0.845022017,1.865011733,0.001471473,9.79E-05,0.000246505,0.005040077,0.049556044,0.012681365,0.000553035,1.134981087,0.998856227
12,85,0.009564677,0.00011397,7.73E-05,3.05E-06,0.029756051,0.923082194,2.17E-05,1.79E-06,1.60E-05,0.00011397,0.004975503,0.001690192,1.07E-05,0.160104662,0.004887058
12,86,0.00972818,8.81E-05,5.07E-05,2.80E-06,0.009613668,0.882520093,1.03E-05,1.26E-06,2.08E-05,8.81E-05,0.003448027,0.001305453,1.57E-06,0.110263506,0.004989413
12,86,0.032494469,0.003567256,0.004420464,9.61E-05,0.194492768,1.693408468,0.000283202,3.82E-05,0.000147517,0.003567256,0.033955107,0.008450349,0.000216519,0.516900578,0.594499033
12,86,0.010981407,8.31E-05,5.96E-05,7.34E-07,0.02334072,0.832514398,8.92E-06,1.25E-06,2.30E-05,8.31E-05,0.003785362,0.00124105,1.44E-05,0.12468488,0.507424484
12,86,0.006058446,9.61E-05,6.30E-05,3.97E-06,0.018244014,0.869443036,1.30E-05,1.57E-06,1.71E-05,9.61E-05,0.004551921,0.001662294,1.92E-05,0.126350886,0.005082656
12,86,0.026063833,0.003149659,0.003972857,8.16E-05,0.065301908,1.679725203,0.000246828,3.31E-05,0.000119469,0.003149659,0.032009686,0.008462615,0.00018894,0.459120733,1.36733115
12,86,0.101776044,0.005493958,0.01324213,0.000281076,0.643027637,1.924771094,0.001365786,0.000103202,0.000261103,0.005493958,0.051818981,0.014890339,0.000540509,1.134678358,0.961770812
12,87,0.001033428,9.20E-05,7.21E-05,7.25E-07,3.65E-06,1.376437876,6.52E-06,1.78E-06,1.03E-05,9.20E-05,0.004719828,0.003896281,5.46E-06,0.19333028,0.001793329
12,87,0.012361328,8.28E-05,4.67E-05,3.35E-06,0.022790766,0.956920166,1.02E-05,1.14E-06,2.11E-05,8.28E-05,0.003983352,0.001243253,5.00E-06,0.143380594,0.005758187
12,87,0.010885076,9.75E-05,4.42E-05,4.71E-07,0.011580297,0.878229562,9.03E-06,1.03E-06,2.09E-05,9.75E-05,0.004052509,0.001561868,1.46E-05,0.131365823,0.004481985
12,87,0.004981561,0.0033816,0.005867954,4.66E-05,5.88E-05,2.141662088,0.000205291,3.13E-05,6.32E-05,0.0033816,0.034254232,0.009710065,3.87E-05,0.456604064,0.111055696
12,87,0.04126561,0.003902998,0.002970161,6.06E-05,0.235640123,1.726520099,0.000131937,2.97E-05,0.000145805,0.003902998,0.02883994,0.008686347,3.82E-05,0.598758133,0.373583604
12,87,0.034172958,0.003316744,0.003103571,7.37E-05,0.09231553,1.648020073,0.00014711,2.80E-05,0.000177328,0.003316744,0.030307553,0.008357731,3.89E-05,0.543241802,0.185182346
12,88,0.03806632,0.00266821,0.001987286,5.05E-05,0.251500244,1.603773091,0.000114573,1.98E-05,0.000131132,0.00266821,0.020854887,0.007222269,0.000137557,0.462987761,0.125050274
12,88,0.013621144,6.78E-05,3.51E-05,3.87E-06,0.030863728,0.827686625,7.99E-06,9.15E-07,2.40E-05,6.78E-05,0.003117659,0.00113413,1.57E-05,0.099289684,0.004374698
12,88,0.02597339,0.003314184,0.002584634,5.72E-05,0.046593907,1.743295857,0.000144657,2.76E-05,0.000138781,0.003314184,0.029268559,0.008487838,7.39E-05,0.527391506,0.127484088
12,88,0.031084023,0.002983159,0.002261612,5.90E-05,0.123710211,1.633105357,0.00012607,2.36E-05,0.000133559,0.002983159,0.024163249,0.007789924,5.11E-05,0.454704402,0.13690746
12,88,0.00942927,8.14E-05,4.53E-05,2.46E-06,0.008068637,0.998429582,1.28E-05,1.14E-06,1.75E-05,8.14E-05,0.003757911,0.001138253,1.20E-05,0.136811687,0.002841648
12,88,0.006843664,7.37E-05,0.000115512,5.18E-06,0.011719857,0.805555498,1.04E-05,9.80E-07,2.48E-05,7.37E-05,0.003279135,0.001062211,8.85E-06,0.092020942,0.004525599
12,89,0.02517564,0.002299318,0.001777952,4.33E-05,0.15324468,1.655863219,0.00010418,1.95E-05,0.000118069,0.002299318,0.023139235,0.008067773,0.000123984,0.482628445,0.095350347
12,89,0.030003476,0.002084374,0.001630101,4.21E-05,0.168802993,1.579690939,8.25E-05,1.69E-05,0.000106403,0.002084374,0.020988758,0.007207329,0.000110351,0.433618292,0.076409853
12,89,0.026212665,0.00187732,0.001497972,4.00E-05,0.123277173,1.636863585,9.12E-05,1.56E-05,9.90E-05,0.00187732,0.0157383,0.006881465,0.000113949,0.42273479,0.737325516
12,89,0.007052341,5.33E-05,9.51E-05,5.09E-06,0.018659375,0.852279072,1.66E-05,0.000000797,1.50E-05,5.33E-05,0.002663982,0.000903203,6.61E-06,0.109712767,0.589693407
12,89,0.011775739,6.79E-05,3.66E-05,3.18E-06,0.024959222,0.843897982,9.59E-06,8.69E-07,1.63E-05,6.79E-05,0.003181395,0.001119457,1.02E-05,0.109995797,0.00338863
12,89,0.010329247,7.01E-05,3.19E-05,2.35E-06,0.023700468,0.855481945,8.86E-06,9.58E-07,1.81E-05,7.01E-05,0.003234907,0.001201161,8.54E-06,0.106024463,0.003569521
12,90,0.004935146,4.89E-05,8.81E-05,7.30E-06,0.008205607,0.828765101,6.63E-06,7.66E-07,1.12E-05,4.89E-05,0.001969905,0.000978781,1.03E-05,0.09013899,0.003133546
12,90,0.004289407,4.70E-05,7.70E-05,3.34E-06,0.006083022,0.762858362,8.14E-06,7.23E-07,1.31E-05,4.70E-05,0.002128853,0.000830629,1.45E-05,0.068716852,0.003341085
12,90,0.004635173,4.87E-05,8.14E-05,1.54E-05,0.01097316,0.807915159,5.37E-06,7.28E-07,1.59E-05,4.87E-05,0.002074642,0.000927156,1.78E-05,0.076166058,0.002867835
12,90,0.021996347,0.001643475,0.001350144,3.75E-05,0.063929692,1.566134152,7.70E-05,1.51E-05,8.85E-05,0.001643475,0.012602966,0.007700452,8.58E-05,0.406859665,0.068841006
12,90,0.013578512,0.001503056,0.001195758,3.49E-05,0.041644097,1.599679948,7.82E-05,1.31E-05,7.60E-05,0.001503056,0.006271959,0.007321906,7.12E-05,0.381064669,0.06512386
12,90,0.010445365,0.001366836,0.001098335,2.08E-05,0.052842848,1.50229083,6.23E-05,1.28E-05,6.85E-05,0.001366836,0.008223466,0.006615785,9.43E-05,0.358131445,0.062802109
12,91,0.004371863,0.000834147,0.000575389,1.48E-05,0.031300372,1.441690406,4.33E-05,6.28E-06,4.10E-05,0.000834147,0.005624854,0.005464185,1.22E-05,0.324521233,0.056823541
12,91,0.003827775,8.81E-05,7.40E-05,2.52E-06,0.003756182,0.844822372,7.48E-06,7.41E-07,3.59E-05,8.81E-05,0.002204942,0.001065083,1.50E-05,0.084239754,0.002760948
12,91,0.011069692,0.001226944,0.001051048,1.98E-05,0.010590455,1.652135127,6.44E-05,1.16E-05,6.34E-05,0.001226944,0.010867278,0.007203527,5.92E-05,0.403953241,0.053325578
12,91,0.004960068,8.78E-05,6.47E-05,6.64E-06,0.009408435,0.730710024,4.69E-06,6.64E-07,3.93E-05,8.78E-05,0.0019122,0.000890812,0.000179073,0.06653765,0.003139059
12,92,0.003320564,0.00082856,0.000619305,1.35E-05,0.001214088,1.827827314,4.95E-05,7.43E-06,3.75E-05,0.00082856,0.012839331,0.008332357,2.41E-05,0.454353837,0.027587229
12,92,0.00453857,7.94E-05,5.90E-05,5.59E-06,0.003898209,0.782604955,4.44E-06,1.25E-06,2.66E-05,7.94E-05,0.00226317,0.001024394,1.62E-05,0.070793386,0.003371729
12,92,0.003599119,8.64E-05,7.77E-05,1.88E-06,0.000457278,1.062293243,3.65E-06,8.35E-07,2.77E-05,8.64E-05,0.001934435,0.001031452,6.45E-06,0.122837583,0.001623461
12,92,0.006471679,0.000502456,0.000427623,2.07E-05,0.026599222,1.435220043,3.48E-05,4.30E-06,3.63E-05,0.000502456,0.003962459,0.003672344,1.88E-05,0.296738813,0.036553862
12,92,0.005191619,0.000623364,0.000469986,1.36E-05,0.007008727,1.545773189,4.52E-05,5.37E-06,3.78E-05,0.000623364,0.00382289,0.006244495,3.28E-05,0.341474951,0.038196103
12,92,0.005363661,7.93E-05,5.58E-05,9.62E-06,0.005958816,0.706749844,3.58E-06,1.17E-06,3.93E-05,7.93E-05,0.002257836,0.000731637,1.45E-05,0.052613748,0.003818104
12,93,0.006311581,5.85E-05,4.86E-05,4.54E-06,0.008461038,0.71598659,3.37E-06,8.84E-07,3.89E-05,5.85E-05,0.002165305,0.000640021,2.15E-05,0.053139756,0.004553447
12,93,0.003475136,0.000489394,0.000409873,1.50E-05,0.023185578,1.427295342,3.26E-05,4.06E-06,3.60E-05,0.000489394,0.003741958,0.00364976,2.14E-05,0.300585614,1.209658237
12,93,0.004272071,5.75E-05,5.91E-05,8.42E-06,0.003837989,0.762728787,5.27E-06,9.36E-07,3.89E-05,5.75E-05,0.001713949,0.000740916,2.58E-05,0.06264888,0.003073122
12,93,0.00391029,0.000450245,0.000353863,1.72E-05,0.063109774,1.448936678,3.90E-05,3.66E-06,3.68E-05,0.000450245,0.003804207,0.003556091,2.12E-05,0.29717684,0.033704158
12,93,0.004853186,6.72E-05,5.61E-05,3.11E-06,0.00483754,0.743855535,2.00E-06,1.07E-06,4.78E-05,6.72E-05,0.001931937,0.000764017,1.47E-06,0.054762233,1.388224577
12,93,0.002895369,0.000457342,0.000395257,1.20E-05,0.007506615,1.459741475,3.90E-05,4.09E-06,2.73E-05,0.000457342,0.003542344,0.004685074,2.13E-05,0.291650765,0.029577975
12,94,0.066637704,0.037810985,0.040867916,0.000342302,0.586344811,2.335808749,0.002746584,0.000339172,0.000810062,0.037810985,0.045164612,0.008295752,0.00021779,1.004520575,0.008387262
12,94,0.003355717,6.92E-05,5.28E-05,2.10E-11,0.001997038,1.508610959,1.46E-06,1.15E-06,2.22E-05,6.92E-05,0.002054367,0.000977638,1.53E-05,0.095598863,0.002032123
12,94,0.003052596,0.000424319,0.000375322,1.35E-05,0.005322468,1.621672579,2.59E-05,4.11E-06,2.65E-05,0.000424319,0.003614637,0.006749441,1.60E-05,0.386741086,0.025102629
12,94,0.003645528,0.000364986,0.000316498,1.42E-05,0.061309859,1.38866748,2.83E-05,3.17E-06,4.04E-05,0.000364986,0.003480416,0.002987157,2.08E-05,0.291369183,0.031746256
12,94,0.002954247,0.00032244,0.000282183,1.71E-05,0.026162682,1.282387446,1.85E-05,2.82E-06,3.16E-05,0.00032244,0.003379482,0.000890461,1.93E-05,0.244986634,0.000770466
12,94,0.005795126,6.08E-05,4.50E-05,6.89E-06,0.009890097,0.751057847,2.42E-05,9.41E-07,0.002554994,6.08E-05,0.002206881,0.000696497,2.88E-05,0.054178704,0.003474877
14,84,0.060396589,0.000989192,0.001010836,3.02E-05,0.215601386,0.900803028,0.000117417,1.09E-05,0.000118734,0.000989192,0.01342743,0.00524958,0.000144605,0.245388136,0.054404467
14,84,0.063113612,0.001046928,0.001014252,2.95E-05,0.226325385,0.926639653,0.000131848,1.15E-05,0.000125492,0.001046928,0.014015448,0.00565373,0.000135536,0.258284506,0.049247775
14,84,0.068010846,0.008205188,0.006817297,0.000152041,0.633864964,1.454980063,0.000507885,6.78E-05,0.000396006,0.008205188,0.037059102,0.009577093,0.00040452,0.529383735,0.495951851
14,84,0.064542819,0.001117793,0.001206916,3.15E-05,0.234606837,1.009691297,0.000146851,1.30E-05,0.000135723,0.001117793,0.017272316,0.004932142,0.000117085,0.286040678,0.509632611
14,84,0.069555605,0.010422128,0.008780514,0.000195733,0.678593864,1.610606189,0.000620653,8.80E-05,0.000480689,0.010422128,0.041508583,0.009603292,9.39E-05,0.593468873,0.661689259
14,84,0.070536608,0.009177833,0.007740324,0.000171333,0.700749409,1.515224944,0.000532664,7.60E-05,0.000441852,0.009177833,0.041194162,0.009139221,0.000271139,0.55184508,0.404449698
14,85,0.057465402,0.006189568,0.005516948,0.000143873,0.445114862,1.450984985,0.000408763,5.19E-05,0.000298332,0.006189568,0.035631932,0.008635866,0.000388453,0.480367118,0.376129283
14,85,0.064147098,0.006735239,0.005904959,0.000147673,0.541382904,1.406973685,0.000460796,5.74E-05,0.000354295,0.006735239,0.036774365,0.008732884,0.000431864,0.512630837,0.403887519
14,85,0.054561577,0.000849332,0.000934144,2.78E-05,0.166837736,0.871808327,0.000116436,9.83E-06,0.000104253,0.000849332,0.013673988,0.005117472,0.000134165,0.239097375,0.04734178
14,85,0.068691844,0.007118459,0.006026458,0.000154928,0.624595499,1.421110386,0.000455301,6.03E-05,0.000392079,0.007118459,0.037955275,0.009733739,0.000374482,0.518540107,0.451375857
14,85,0.060025636,0.000879003,0.000924813,2.31E-05,0.201110863,0.881619283,0.000123741,1.01E-05,0.000126678,0.000879003,0.013802639,0.005141539,0.000158764,0.230068672,0.051416168
14,85,0.046610701,0.000863795,0.000893306,2.56E-05,0.154566733,0.904964102,0.000106569,9.65E-06,0.000107087,0.000863795,0.01346248,0.005035603,0.000112897,0.231044689,0.044533229
14,86,0.053926787,0.005571631,0.005124458,0.000144509,0.406758083,1.488232634,0.000418094,4.97E-05,0.000272939,0.005571631,0.033828432,0.008248132,0.000342194,0.456714533,0.37323083
14,86,0.048204,0.000743736,0.000776387,2.31E-05,0.174483777,0.936608484,9.00E-05,9.04E-06,9.92E-05,0.000743736,0.014145563,0.005389012,9.74E-05,0.247356289,0.040050902
14,86,0.046983428,0.000795113,0.000827035,2.88E-05,0.166584768,0.884155978,0.000128177,8.85E-06,0.000106614,0.000795113,0.01391579,0.005255627,0.000111419,0.23774227,0.043375038
14,86,0.056169814,0.005177126,0.004571452,0.000132798,0.413354541,1.419230292,0.000348717,4.23E-05,0.000283184,0.005177126,0.032977142,0.008706305,0.000227967,0.413162751,0.365542383
14,86,0.05528691,0.004707423,0.004399579,0.000121758,0.429336272,1.385499696,0.000320818,4.02E-05,0.000225858,0.004707423,0.032204125,0.00757793,0.000267054,0.463014648,0.310299238
14,86,0.044614634,0.00081583,0.000867454,1.95E-05,0.173983378,0.934589411,0.000123714,9.61E-06,9.13E-05,0.00081583,0.015892132,0.005175304,0.000132366,0.242148367,0.041049303
14,87,0.135960677,0.004643196,0.019646931,0.000402436,1.444891966,1.695350439,0.001857862,0.000140145,0.000230896,0.004643196,0.051471191,0.012510455,0.0007963,1.174184017,0.495413994
14,87,0.133824586,0.005345305,0.019902125,0.000428838,1.39001138,1.769299447,0.00188585,0.00013342,0.000258247,0.005345305,0.051910408,0.01245004,0.000856931,1.203661712,1.555029988
14,87,0.029959795,0.000649821,0.000797392,2.22E-05,0.138095898,0.918509244,9.25E-05,7.65E-06,8.57E-05,0.000649821,0.01060254,0.00462012,9.56E-05,0.21417955,0.036164057
14,87,0.035196209,0.000594073,0.001229926,5.02E-05,0.140683865,0.78330733,7.01E-05,6.08E-06,0.000102231,0.000594073,0.008945132,0.004298373,8.37E-05,0.191205697,0.268554867
14,87,0.130711798,0.005858426,0.024652479,0.00039971,1.456454746,1.837378265,0.002257,0.000170444,0.000305212,0.005858426,0.059979145,0.01374686,0.000795891,1.243543146,0.16160162
14,87,0.032206893,0.000527211,0.00117849,4.49E-05,0.131450775,0.795587475,7.94E-05,5.85E-06,8.81E-05,0.000527211,0.009607842,0.004168238,9.31E-05,0.182765051,0.035899962
14,88,0.033168353,0.000503648,0.001090048,2.72E-05,0.14175923,0.811567524,8.22E-05,5.76E-06,7.15E-05,0.000503648,0.008463211,0.004427733,8.20E-05,0.203480885,0.027063463
14,88,0.132970426,0.004900487,0.019672261,0.000381903,1.495668111,1.774978425,0.001645917,0.000133297,0.000219062,0.004900487,0.046056953,0.011858176,0.000827778,1.223645808,1.251057502
14,88,0.030478834,0.000465479,0.000529075,1.10E-05,0.199791115,1.034284331,6.48E-05,6.82E-06,4.61E-05,0.000465479,0.012066662,0.00522717,7.68E-05,0.267402413,0.019328321
14,88,0.032080047,0.000511666,0.001109022,3.68E-05,0.153371507,0.845646439,8.09E-05,6.19E-06,6.03E-05,0.000511666,0.008868565,0.004546218,9.20E-05,0.199065212,0.027080096
14,88,0.132814405,0.005199473,0.020873161,0.000387729,1.560873482,1.843991178,0.003348723,3.73E-05,0.000232316,0.005199473,0.047766402,0.013329723,0.000794698,1.298498401,1.116422267
14,88,0.132709377,0.004861915,0.018201722,0.000407816,1.424643792,1.75799716,0.001592732,0.000116876,0.000223583,0.004861915,0.044148431,0.010627608,0.000882257,1.153116906,1.273980185
14,89,0.026104823,0.00041655,0.000432468,9.60E-06,0.079052206,0.837752368,5.65E-05,4.96E-06,6.14E-05,0.00041655,0.009466581,0.004631801,7.63E-05,0.189760701,0.025525594
14,89,0.122368115,0.004400829,0.014068242,0.000262226,1.335356999,1.806160923,0.001413602,9.80E-05,0.000190414,0.004400829,0.037780712,0.009545308,0.000714829,1.215951907,1.084691382
14,89,0.125706496,0.005138118,0.017221201,0.00031827,1.416664781,1.797129803,0.001433399,0.000120133,0.000227326,0.005138118,0.042269531,0.010231842,0.000731437,1.24568536,1.041574618
14,89,0.110771282,0.004431838,0.015539427,0.000271481,1.155160408,1.733529325,0.001367275,0.000104216,0.00020383,0.004431838,0.037746039,0.009027389,0.000621319,1.186521556,1.219551268
14,89,0.030564266,0.000400657,0.000414664,1.46E-05,0.132085697,0.856844824,7.08E-05,4.99E-06,5.15E-05,0.000400657,0.010252121,0.004602448,8.47E-05,0.217808046,0.022958006
14,89,0.028647728,0.000480301,0.000474544,1.47E-05,0.144795515,0.925762185,8.44E-05,6.08E-06,5.73E-05,0.000480301,0.010534853,0.004730418,8.02E-05,0.230667939,0.020804713
14,90,0.125552577,0.004021391,0.013662797,0.000248655,1.486269244,1.742203473,0.001223173,9.86E-05,0.000176785,0.004021391,0.035314163,0.010743722,0.000663182,1.258376597,0.913471535
14,90,0.030662133,0.000326735,0.000277099,1.29E-05,0.1098935,0.770066693,4.38E-05,3.59E-06,5.56E-05,0.000326735,0.007197032,0.003198351,5.16E-05,0.178768281,1.070225718
14,90,0.029647841,0.000315957,0.000338796,1.12E-05,0.122509318,0.795023876,4.44E-05,4.14E-06,4.55E-05,0.000315957,0.0071969,0.003788983,4.58E-05,0.193924138,4.286755953
