Coffee/WaterRatio,Temperature,L-Malic acid,Trigonelline,Pyrogallol,Cinnamic acid,Citric acid,Quinic acid,Fructose,Glucose,Ferulic acid,Caffeic acid,Sucrose,Lactose,Maltose,Chlorogenic acid,Caffeine
14,90,0.126029,0.003917234,0.012576869,0.000268609,1.41149364,1.771685717,0.001183748,9.22E-05,0.000168318,0.003917234,0.033457718,0.009868399,0.00062356,1.220910956,1.207619733
14,90,0.031106969,0.000397882,0.000888304,2.23E-05,0.169361432,0.91341352,6.29E-05,4.82E-06,5.06E-05,0.000397882,0.008833141,0.004565029,6.60E-05,0.226756626,0.018687493
14,90,0.122632227,0.003736732,0.01139985,0.000247396,1.294388136,1.686687721,0.001103032,8.08E-05,0.000183955,0.003736732,0.030029205,0.0094031,0.000577014,1.137452825,0.112029587
14,91,0.028561163,0.000285087,0.000288598,1.14E-05,0.136053728,0.875297316,6.21E-05,4.13E-06,4.56E-05,0.000285087,0.007507139,0.004034074,6.44E-05,0.211528198,0.013640202
14,91,0.129285511,0.00376951,0.010255328,0.000229561,1.358397548,1.679799685,0.00201401,7.66E-05,0.000176012,0.00376951,0.03072786,0.009938395,0.000577579,1.144915788,0.794527602
14,91,0.023581843,0.000251557,0.000223507,6.30E-06,0.066174083,0.78551087,3.60E-05,3.39E-06,4.20E-05,0.000251557,0.006494058,0.003159801,3.44E-05,0.16533784,0.014697884
14,91,0.116392821,0.003818417,0.010521841,0.00018738,1.084308388,1.712777732,0.001019614,7.24E-05,0.000160264,0.003818417,0.033575974,0.009507137,0.000512387,1.128425245,0.901607213
14,91,0.031949465,0.000257824,0.000226852,9.58E-06,0.115253052,0.132340562,4.00E-05,3.21E-06,4.76E-05,0.000257824,0.006124532,0.003199036,4.76E-05,0.17984563,0.015468136
14,91,0.127545342,0.004122314,0.011811922,0.000258443,1.388271079,1.773847452,0.001171373,8.42E-05,0.000172047,0.004122314,0.036940259,0.011122937,0.00056394,1.219037117,0.830115789
14,92,0.032044593,0.000223441,0.000174552,2.10E-05,0.114636935,0.76808325,2.72E-05,2.92E-06,4.69E-05,0.000223441,0.006389683,0.002994573,4.14E-05,0.165913306,0.013519774
14,92,0.118213941,0.004005594,0.011256014,0.00021381,1.183953934,1.764222532,0.00117575,8.47E-05,0.000158921,0.004005594,0.038049489,0.010841176,0.000494185,1.21128722,0.752425825
14,92,0.028153815,0.00020038,0.000172688,1.21E-05,0.087670801,0.75515027,3.21E-05,2.69E-06,4.50E-05,0.00020038,0.005719434,0.002594422,4.67E-05,0.15149126,0.012455871
14,92,0.024702096,0.000238842,0.000214691,1.01E-05,0.069414149,0.804096243,4.29E-05,3.29E-06,3.93E-05,0.000238842,0.007039845,0.003414032,4.41E-05,0.174642629,0.011995524
14,92,0.130578973,0.004054613,0.010814617,0.000237183,1.470642281,1.716306446,0.001007755,8.28E-05,0.000164536,0.004054613,0.035597741,0.011012003,0.000505284,1.198461657,0.795891158
14,92,0.126278136,0.004383534,0.01145587,0.00027531,1.314297855,1.701941048,0.001169987,8.66E-05,0.000188583,0.004383534,0.035939419,0.010698916,0.000499208,1.145738394,0.906073211
14,93,0.028225212,0.000195834,0.0001576,5.54E-06,0.086391105,0.764478221,4.04E-05,2.43E-06,3.15E-05,0.000195834,0.005741055,0.002666934,4.01E-05,0.151511502,0.011057937
14,93,0.023570436,0.000179181,0.000396834,1.51E-05,0.066763132,0.784950645,2.43E-05,2.29E-06,3.48E-05,0.000179181,0.005385766,0.002905789,4.34E-05,0.150475364,0.014913554
14,93,0.025085892,0.000208374,0.000236348,3.41E-06,0.052990751,1.303080306,4.72E-05,3.96E-06,2.47E-05,0.000208374,0.011457374,0.004026313,3.14E-05,0.322348566,0.004642753
14,93,0.125514524,0.006284022,0.020164287,0.000282859,1.095879959,2.09014941,0.001450046,0.000150403,0.000205767,0.006284022,0.06425341,0.020641563,0.000601274,1.401259223,0.647105255
14,93,0.123143833,0.005301868,0.013209886,0.000207713,1.257878486,1.770269304,0.001278229,9.16E-05,0.000220625,0.005301868,0.045439508,0.012030145,0.000606013,1.188195824,1.586222383
14,93,0.126497864,0.004562098,0.01182265,0.000279572,1.340566909,1.706145645,0.001129096,8.37E-05,0.000194729,0.004562098,0.038730803,0.010833411,0.000523728,1.167457409,0.884827569
14,94,0.026716458,0.000128542,9.25E-05,8.06E-06,0.06878816,0.710224017,1.73E-05,1.61E-06,3.00E-05,0.000128542,0.004425275,0.002159262,2.65E-05,0.14300691,0.008169922
14,94,0.027264581,0.0001402,9.55E-05,5.86E-06,0.07314562,0.69438516,2.56E-05,1.64E-06,3.46E-05,0.0001402,0.004903174,0.002025158,3.06E-05,0.133632897,0.010457852
14,94,0.134015097,0.004914765,0.009844567,0.000223936,1.341631828,1.683906408,0.001153703,7.45E-05,0.000230397,0.004914765,0.040737924,0.011435228,0.000550864,1.139410926,0.565227984
14,94,0.02931108,0.00013708,0.000109576,6.39E-06,0.077392518,0.687350814,2.24E-05,1.77E-06,3.82E-05,0.00013708,0.005054502,0.00201298,2.68E-05,0.13694597,0.739603998
14,94,0.133020039,0.004397949,0.010329378,0.000247134,1.279786499,1.65841041,0.001155579,7.54E-05,0.000255789,0.004397949,0.042888262,0.011697535,0.000638043,1.085676449,0.994403865
14,94,0.130692733,0.004275867,0.010425898,0.000260279,1.312807159,1.660803609,0.001187866,7.51E-05,0.000248445,0.004275867,0.0410468,0.011421991,0.000612248,1.114404063,1.058083293
15,84,0.017271338,0.002434302,0.004185318,5.99E-05,0.04768,1.32142017,0.000401509,2.78E-05,0.000112912,0.002434302,0.013366362,0.004563592,0.000138421,0.55310122,0.688865134
15,84,0.041491927,0.001889431,0.003936386,5.52E-05,0.096544764,1.184665914,0.000259994,2.54E-05,0.000145487,0.001889431,0.023029522,0.004899349,0.00017803,0.40307746,0.150263436
15,84,0.050309403,0.001930153,0.003716239,6.08E-05,0.221454071,1.16342881,0.000416637,2.54E-05,0.000146618,0.001930153,0.023656839,0.005224282,0.000179938,0.399271255,0.156866442
15,84,0.01620502,0.002314822,0.003997033,5.59E-05,0.056078634,1.254913204,0.000381926,2.58E-05,0.000131982,0.002314822,0.012338477,0.003397954,0.00011211,0.473028792,0.252778964
15,84,0.019865107,0.002239299,0.003658612,5.23E-05,0.206944032,1.279841123,0.000302767,2.45E-05,0.000117526,0.002239299,0.011692462,0.003487853,0.000118361,0.539586349,0.261852954
15,84,0.043715795,0.001889367,0.003859173,5.52E-05,0.129741636,1.1650644,0.000421434,2.49E-05,0.000142225,0.001889367,0.023092729,0.004896441,0.000175293,0.390936194,0.143630636
15,85,0.045869885,0.001890038,0.00363924,6.15E-05,0.189789348,1.10918582,0.000347448,2.45E-05,0.000165003,0.001890038,0.022972145,0.005350525,0.000191693,0.373022906,0.150017229
15,85,0.016457678,0.002195554,0.003714892,5.43E-05,0.1078336,1.32173451,0.000353805,2.51E-05,0.000122049,0.002195554,0.011931732,0.004020274,0.000132124,0.547595024,0.222112093
15,85,0.018839952,0.002144008,0.003320836,4.90E-05,0.181243333,1.318990636,0.000289098,2.35E-05,0.000115453,0.002144008,0.011519816,0.003549526,0.000119622,0.522438595,0.224423781
15,85,0.017185169,0.001906497,0.003059305,4.92E-05,0.236861814,1.31219936,0.000222466,2.16E-05,0.000104528,0.001906497,0.010856597,0.00313712,8.04E-05,0.537584419,0.222083543
15,85,0.045999537,0.001856209,0.003820448,5.44E-05,0.156950684,1.169530863,0.000355557,2.47E-05,0.000139614,0.001856209,0.022167419,0.005376318,0.000219815,0.387915126,0.145641353
15,85,0.057126574,0.001890331,0.003798436,5.32E-05,0.247638262,1.213137127,0.000348641,2.49E-05,0.000143706,0.001890331,0.022541354,0.005158916,0.000239024,0.405257203,0.137971253
15,86,0.033762406,0.001881341,0.003621764,4.90E-05,0.072991056,1.147251948,0.000366352,2.46E-05,0.000139316,0.001881341,0.022647628,0.005262891,0.000238383,0.359099419,0.135316903
15,86,0.009636075,0.001656917,0.002791664,3.74E-05,0.017621139,1.211312173,0.000224141,1.94E-05,7.81E-05,0.001656917,0.010066933,0.002953818,6.29E-05,0.434420973,0.225776864
15,86,0.029624898,0.001792386,0.003699075,4.49E-05,0.04286202,1.144042335,0.000368082,2.40E-05,0.000140764,0.001792386,0.02374633,0.005424537,0.000218589,0.376997259,0.143518081
15,86,0.007635363,0.001640046,0.00261221,3.23E-05,0.004577842,1.295656764,0.000208242,1.86E-05,7.84E-05,0.001640046,0.009996031,0.002601708,6.86E-05,0.395941097,0.189821599
15,86,0.037500518,0.001811226,0.003658934,5.65E-05,0.072229215,1.092791935,0.000369492,2.24E-05,0.000144343,0.001811226,0.023292229,0.005281194,0.000173794,0.337291234,0.137206077
15,86,0.009214703,0.001486475,0.0023692,2.83E-05,0.01568857,1.211553889,0.000177211,1.67E-05,7.54E-05,0.001486475,0.009108788,0.002526117,6.89E-05,0.411102927,0.162514076
15,87,0.015239209,0.00152167,0.00216803,3.23E-05,0.1873452,1.229716146,0.000140808,1.53E-05,9.08E-05,0.00152167,0.00847228,0.00217039,6.63E-05,0.447711295,0.780341063
15,87,0.001876856,0.001227155,0.002462461,2.42E-05,4.55E-05,1.263286944,0.000198868,1.74E-05,4.53E-05,0.001227155,0.009086432,0.003539997,5.04E-05,0.29033285,0.115196519
15,87,0.051593646,0.001948479,0.003262828,4.94E-05,0.18397236,1.061292722,0.00033988,2.17E-05,0.000187543,0.001948479,0.022169299,0.005124047,0.000240232,0.319099724,0.595678569
15,87,0.035283192,0.001893956,0.003566021,4.64E-05,0.065670143,1.065783595,0.00036057,2.18E-05,0.000151406,0.001893956,0.022917336,0.005091619,0.000217693,0.320245429,0.142345711
15,87,0.012480558,0.001885428,0.003665554,4.31E-05,0.000150393,1.025054835,0.000345192,2.31E-05,0.000124153,0.001885428,0.022420285,0.004887585,0.00016756,0.278124601,0.114863897
15,87,0.010398354,0.001421694,0.002349269,3.54E-05,0.01747367,1.21623809,0.000178009,1.65E-05,8.79E-05,0.001421694,0.009318734,0.002312288,7.59E-05,0.414222575,0.146813916
15,88,0.151359949,0.000394122,0.000444693,0.000186735,6.15E-05,0.019098256,3.02E-05,3.52E-06,0.000173122,0.000394122,0.01549404,0.004101697,0.000229575,1.25E-05,1.466092917
15,88,0.010954641,0.001241804,0.00196357,3.43E-05,0.028613873,1.313940628,0.000131357,1.41E-05,6.74E-05,0.001241804,0.007609104,0.003327488,4.27E-05,0.477948527,0.12581429
15,88,0.027740961,0.001937908,0.003142385,5.49E-05,0.014153424,1.038005154,0.000332036,2.12E-05,0.000163793,0.001937908,0.020162766,0.005049995,0.00016095,0.302540958,0.115572539
15,88,0.043716581,0.001976367,0.00339663,5.49E-05,0.080853958,1.150124783,0.000280991,2.31E-05,0.000159174,0.001976367,0.022716691,0.005396017,0.000222881,0.357075923,0.135507685
15,88,0.004929024,0.001249319,0.001944728,1.76E-05,0.000228301,1.225975313,0.000130629,1.33E-05,6.35E-05,0.001249319,0.008003684,0.002497817,6.44E-05,0.350800805,0.128108576
15,88,0.004406224,0.001901908,0.00360146,1.87E-05,2.83E-05,1.04589986,0.000379634,2.31E-05,0.000114997,0.001901908,0.021639428,0.004843565,0.000175901,0.166441327,0.103456173
15,89,0.047289774,0.002263138,0.003355813,4.98E-05,0.109134356,1.083393289,0.000314676,2.25E-05,0.000203326,0.002263138,0.022832696,0.005218775,0.000187296,0.368707439,0.123508767
15,89,0.009927027,0.001673975,0.001557061,1.84E-05,0.030812973,1.247173161,6.83E-05,1.14E-05,0.000131957,0.001673975,0.007203035,0.002207765,4.23E-05,0.414644244,0.11286956
15,89,0.007671337,0.00119714,0.001390174,2.60E-05,0.020804717,1.257963085,9.00E-05,1.05E-05,8.46E-05,0.00119714,0.007070003,0.002282305,3.41E-05,0.465714759,0.136632512
15,89,0.052544604,0.001997167,0.003189006,6.17E-05,0.192505225,1.085564876,0.000293446,2.12E-05,0.000187107,0.001997167,0.02197894,0.005368002,0.000203947,0.34508842,0.118154512
15,89,0.011886627,0.001002459,0.00123477,2.83E-05,0.183073176,1.285174159,9.18E-05,9.54E-06,7.26E-05,0.001002459,0.006594471,0.002029393,3.46E-05,0.474025067,0.087173148
15,89,0.036104648,0.001982371,0.003238212,4.01E-05,0.068695134,1.074929512,0.000347023,2.16E-05,0.000166825,0.001982371,0.022638639,0.005200081,0.000217603,0.331406858,0.153235358
15,90,0.030324665,0.001762153,0.003192644,3.80E-05,0.048245399,1.129104176,0.00031609,2.06E-05,0.000144922,0.001762153,0.020524855,0.004657877,0.0001803,0.343760105,0.100529968
15,90,0.00549692,0.000712115,0.001057818,1.76E-05,0.008017775,1.212075063,6.95E-05,7.43E-06,4.32E-05,0.000712115,0.005794875,0.001856321,2.43E-05,0.390787098,0.06930102
15,90,0.00517312,0.003060081,0.002814726,1.13E-05,0.144425695,1.081459121,0.000315746,1.85E-05,5.30E-05,0.003060081,0.00576357,0.001963973,3.23E-05,0.35205638,0.084223752
15,90,0.030582953,8.96E-05,7.29E-05,4.07E-05,0.001628756,0.844038908,4.53E-06,7.25E-07,0.000156332,8.96E-05,0.023854592,0.005712433,0.000231572,0.074988504,0.12110628
15,91,0.038308755,0.023245749,0.018392176,4.86E-05,0.958150991,1.458831962,0.002104457,0.000159218,0.000405971,0.023245749,0.023749464,0.005276493,0.000198821,0.685979419,0.403357213
15,91,0.003856024,0.023245749,0.018392176,6.22E-06,0.958150991,1.458831962,0.002104457,0.000159218,2.26E-05,0.023245749,0.00199523,0.000987486,1.56E-05,0.685979419,0.002600585
15,91,0.143958216,0.000472662,0.000584852,0.000659957,0.014786099,1.242162124,2.70E-05,4.39E-06,0.001915558,0.000472662,0.101772565,0.019673606,0.001545823,0.374281271,0.036748878
15,91,0.143958216,0.000472662,0.000584852,0.000659957,0.014786099,1.242162124,2.70E-05,4.39E-06,0.001915558,0.000472662,0.101772565,0.019673606,0.001545823,0.374281271,1.46666958
15,91,0.004918943,0.003671528,0.003000545,1.20E-05,0.058084489,1.046175182,0.000259085,1.84E-05,4.73E-05,0.003671528,0.003871018,0.001674877,7.62E-06,0.259887055,0.036748878
15,91,0.004918943,0.000831317,0.000583629,1.20E-05,0.003549493,1.583141293,3.95E-05,6.57E-06,4.73E-05,0.000831317,0.003871018,0.001674877,7.62E-06,0.351350542,1.46666958
15,91,0.031922294,0.00246487,0.002808295,4.23E-05,0.068288686,1.103611137,0.000248374,1.95E-05,0.000561835,0.00246487,0.022871978,0.005029088,0.00019317,0.330708045,0.125221464
15,91,0.003838638,0.000721138,0.000740989,1.38E-05,0.009806899,1.198711354,2.74E-05,5.12E-06,3.22E-05,0.000721138,0.004210465,0.006234459,2.29E-05,0.236198098,0.048273506
15,91,0.030752639,0.000721138,0.000740989,3.46E-05,0.009806899,1.198711354,2.74E-05,5.12E-06,0.00025603,0.000721138,0.023986129,0.004952893,0.00021546,0.236198098,0.097472107
15,91,0.004928266,0.02629912,0.01913053,1.63E-05,0.969576769,1.463791932,0.001966253,0.000158534,8.04E-05,0.02629912,0.004605294,0.001630615,7.83E-06,0.664021129,0.125591333
15,91,0.004928266,0.02629912,0.01913053,1.63E-05,0.969576769,1.463791932,0.001966253,0.000158534,8.04E-05,0.02629912,0.004605294,0.001630615,7.83E-06,0.664021129,1.430242261
15,91,0.140771956,0.025512481,0.021104074,0.000666525,1.103122516,1.643030733,0.002402425,0.000176704,0.0023144,0.025512481,0.105431928,0.019476008,0.001560689,0.783073024,0.125591333
15,91,0.140771956,0.025512481,0.021104074,0.000666525,1.103122516,1.643030733,0.002402425,0.000176704,0.0023144,0.025512481,0.105431928,0.019476008,0.001560689,0.783073024,1.430242261
15,91,0.173623872,0.000584802,0.000599555,0.000839727,0.097786888,1.228706168,4.11E-05,4.55E-06,0.002121594,0.000584802,0.1194603,0.022032312,0.001901799,0.372483769,0.038954651
15,91,0.173623872,0.000584802,0.000599555,0.000839727,0.097786888,1.228706168,4.11E-05,4.55E-06,0.002121594,0.000584802,0.1194603,0.022032312,0.001901799,0.372483769,1.317352128
15,91,0.008529174,0.002168681,0.00270164,1.29E-05,0.055375269,1.124695629,0.000288071,1.95E-05,6.43E-05,0.002168681,0.004126807,0.001674167,1.14E-05,0.335949784,0.038954651
15,91,0.008529174,0.0219417,0.020978694,1.29E-05,0.036893527,1.643764351,0.001809206,0.000168839,6.43E-05,0.0219417,0.004126807,0.001674167,1.14E-05,0.581573037,1.317352128
15,92,0.027958185,0.002008045,0.002676784,3.70E-05,0.030580366,1.10665663,0.000283162,1.90E-05,0.000190845,0.002008045,0.023926519,0.005064895,0.000177013,0.338205206,0.091629637
15,92,0.03077943,0.023885348,0.021886484,0.000187909,0.362937188,1.682643822,0.00216751,0.000170563,0.000618286,0.023885348,0.056708952,0.010036476,0.000678269,0.683872926,0.633544139
15,92,0.022979451,0.002213187,0.002686764,2.03E-05,0.080035203,1.057430531,0.000257653,1.86E-05,0.000168952,0.002213187,0.024988444,0.005357743,0.000161401,0.323998933,0.086689094
15,92,0.052861757,0.022423179,0.021731133,0.000259215,0.164415905,1.693114191,0.002162391,0.000170856,0.000746224,0.022423179,0.055508766,0.009457195,0.000648094,0.634946968,0.015713501
15,92,0.03312608,0.001888736,0.002601956,5.31E-05,0.089680794,1.103710148,0.000262964,1.86E-05,0.000235108,0.001888736,0.023915647,0.005459562,0.000189647,0.332707112,0.098161228
15,92,0.043794039,0.001520449,0.002303868,0.000221733,0.036886129,0.984908302,0.000275222,1.53E-05,0.000690342,0.001520449,0.052892455,0.009422501,0.000618353,0.256196914,0.552913768
15,93,0.034435992,0.01806765,0.017501434,2.98E-05,0.161038476,1.565322684,0.001344335,0.000136311,0.000171009,0.01806765,0.022169641,0.005071337,0.000178671,0.50171482,0.095224733
15,93,0.020523626,0.021562,0.018852636,3.91E-05,0.433990167,1.616092033,0.001621815,0.000154001,0.00013526,0.021562,0.019708715,0.005112904,0.000165525,0.639085761,0.092102309
15,93,0.046082966,0.001795598,0.002496824,0.000186291,0.114330763,1.047471626,0.000291194,1.76E-05,0.000667302,0.001795598,0.052382308,0.010165866,0.000575797,0.318099647,0.678056171
15,93,0.056297112,0.021837613,0.020326631,0.000235689,0.348158041,1.685044959,0.001774628,0.000160691,0.00069934,0.021837613,0.052094277,0.009760537,0.000584752,0.627354424,0.664585567
15,93,0.032582404,0.001571195,0.002318053,4.08E-05,0.072108482,1.036467589,0.00022576,1.64E-05,0.000172215,0.001571195,0.022120187,0.005018142,0.000209038,0.304228114,0.086043219
15,93,0.055262782,0.00156405,0.002105966,0.000267024,0.079471172,0.985882521,0.000226897,1.56E-05,0.000738231,0.00156405,0.050413142,0.0095134,0.000594501,0.287563574,0.654436836
15,94,0.029107156,0.018741375,0.017070278,3.59E-05,0.337100256,1.58099734,0.001354458,0.000136262,0.000164081,0.018741375,0.018964458,0.005089966,0.000129386,0.571933013,0.494918194
15,94,0.029780957,0.017915073,0.016991721,3.55E-05,0.335607993,1.570991976,0.001174613,0.000137514,0.000165664,0.017915073,0.019217326,0.005214047,0.000166717,0.558329284,0.078618149
15,94,0.052890244,0.001514586,0.002227824,0.000216558,0.048190347,1.047096151,0.000254523,1.63E-05,0.00072435,0.001514586,0.05146546,0.009916214,0.000526574,0.292898918,0.517927186
15,94,0.054507241,0.01602594,0.015749908,0.000222902,0.180856031,1.602226769,0.001167701,0.000122763,0.000699024,0.01602594,0.049933859,0.009449857,0.000510006,0.506068161,0.586587783
15,94,0.023716891,0.001445433,0.003472083,3.28E-05,0.181703024,1.086209424,0.000372314,2.14E-05,0.000133108,0.001445433,0.019143459,0.00511216,0.000160225,0.370799374,0.07291073
15,94,0.047047956,0.002785579,0.004848706,0.000218969,0.071057733,1.254241758,0.000497795,2.91E-05,0.000655616,0.002785579,0.05228458,0.010325691,0.000501807,0.507535696,0.657808747
17,84,0.047633437,0.002725603,0.004695612,6.49E-05,0.21579278,1.299477447,0.000474514,2.87E-05,0.000105096,0.002725603,0.021162648,0.004715854,0.000192798,0.533361929,0.154986418
17,84,0.019568938,0.001440546,0.003608712,8.43E-05,0.144097845,1.079688624,0.000378473,2.27E-05,0.000161373,0.001440546,0.015338297,0.004544175,0.000180456,0.379663706,0.349595651
17,84,0.024236055,0.002631221,0.004323234,7.01E-05,0.057527327,1.23004393,0.000389015,2.66E-05,0.000153499,0.002631221,0.014138842,0.004440743,0.000174591,0.478713587,0.313899149
17,84,0.042662028,0.001525812,0.003304373,5.17E-05,0.110020836,1.028434251,0.000320188,2.03E-05,0.000101763,0.001525812,0.021930851,0.005061877,0.000218511,0.338684193,0.153935476
17,84,0.017730628,0.001637991,0.004031635,7.14E-05,0.119245,1.258926288,0.000440356,2.62E-05,0.000145209,0.001637991,0.014140713,0.003393456,0.00017608,0.439491484,0.338475576
17,84,0.036855778,0.001573422,0.003726025,4.79E-05,0.101254822,1.095681874,0.000332796,2.17E-05,0.000129155,0.001573422,0.021798708,0.00495286,0.000177764,0.367912813,0.176524949
17,85,0.045802211,0.002357035,0.004113049,5.11E-05,0.056140372,1.249084681,0.000398194,2.63E-05,0.00011268,0.002357035,0.022519324,0.005235335,0.000253754,0.522038466,0.134564373
17,85,0.039240101,0.002647964,0.004443004,5.17E-05,0.272790355,1.280990903,0.000436423,2.75E-05,0.000117917,0.002647964,0.021153856,0.004827926,0.00018846,0.547308539,0.17954197
17,85,0.018048676,0.002729233,0.004838975,6.20E-05,0.04900397,1.393829367,0.000583778,3.14E-05,0.000132909,0.002729233,0.014019616,0.003905272,0.000138918,0.576068343,0.331544895
17,85,0.025675254,0.001570607,0.003637817,7.06E-05,0.230701785,1.101263661,0.000370736,2.22E-05,0.000145855,0.001570607,0.013863362,0.003971478,0.000183607,0.386945782,0.279471756
17,85,0.018858064,0.001736682,0.003703975,8.18E-05,0.136795087,1.11623034,0.00037941,2.30E-05,0.000141228,0.001736682,0.014529513,0.005269663,0.0001541,0.374695689,0.289055835
17,85,0.052904797,0.001736682,0.003703975,6.03E-05,0.136795087,1.11623034,0.00037941,2.30E-05,0.000156851,0.001736682,0.022254808,0.005064247,0.000204635,0.374695689,0.149673423
17,86,0.042453949,0.001804238,0.003764561,6.23E-05,0.123705003,1.116624655,0.000400317,2.32E-05,0.000137065,0.001804238,0.02277009,0.005199995,0.000188592,0.354500811,0.16555741
17,86,0.042453949,0.001804238,0.003764561,6.23E-05,0.123705003,1.116624655,0.000400317,2.32E-05,0.000137065,0.001804238,0.02277009,0.005199995,0.000188592,0.354500811,0.648577682
17,86,0.042508994,0.002435253,0.004063345,6.22E-05,0.09629574,1.316430925,0.00038103,2.58E-05,0.000141131,0.002435253,0.024085929,0.005159758,0.000208268,0.497641087,0.16555741
17,86,0.042508994,0.001341085,0.001757496,6.22E-05,0.036110919,0.847267157,0.000206309,1.32E-05,0.000141131,0.001341085,0.024085929,0.005159758,0.000208268,0.205117297,0.648577682
17,86,0.018663916,0.00142734,0.001837745,5.09E-05,0.057300082,0.897236184,0.000214224,1.36E-05,0.000146004,0.00142734,0.013485342,0.003596068,0.000131363,0.22455007,0.263022245
17,86,0.017672815,0.013706606,0.01241371,2.94E-05,0.230852439,1.344846184,0.000957882,0.000100302,0.000170794,0.013706606,0.019232904,0.00554312,0.000163356,0.353045732,0.100162851
17,86,0.025876436,0.012336269,0.011852077,3.90E-05,0.115186974,1.28707687,0.000891311,9.38E-05,0.000164541,0.012336269,0.018050093,0.005412261,0.000177195,0.334465321,0.085232402
17,86,0.046778899,0.001355102,0.001916675,0.000202901,0.005061243,0.949698133,0.000212416,1.44E-05,0.00062863,0.001355102,0.048046309,0.009706583,0.000578549,0.232408818,0.754507038
17,86,0.031517082,0.001234798,0.001736328,0.00015888,0.012410125,0.879411846,0.000179617,1.29E-05,0.000609017,0.001234798,0.050047619,0.010693909,0.000623054,0.206136724,0.789653777
17,87,0.012234926,0.010978718,0.009706266,2.42E-05,0.225755409,1.346854946,0.000693184,7.69E-05,0.000122013,0.010978718,0.02074773,0.00501136,0.000123832,0.356408682,0.064181281
17,87,0.017478505,0.00120346,0.001545843,1.81E-05,0.059724913,0.819307641,0.000162889,1.15E-05,0.000127384,0.00120346,0.017902999,0.005018208,0.000138392,0.209256396,0.067898005
17,87,0.040085193,0.010918807,0.012164155,0.00016786,1.06E-05,1.425955978,0.000901181,9.62E-05,0.000554594,0.010918807,0.044988697,0.009545457,0.00045513,0.336692841,0.653623219
17,87,0.022237148,0.011110266,0.011157914,3.35E-05,0.011835786,1.385911316,0.00082856,8.56E-05,0.000163792,0.011110266,0.019243208,0.005458383,0.000161505,0.341209635,0.097903391
17,87,0.019705105,0.035159682,0.027895052,0.000134736,0.874569793,1.732785901,0.002015721,6.08E-05,0.000390448,0.035159682,0.046814548,0.010030827,0.000440839,0.673345791,0.529365687
17,87,0.025334192,0.009188117,0.00900844,0.0001312,0.063887626,1.288789968,0.000708685,7.13E-05,0.000445513,0.009188117,0.045959751,0.009856384,0.000462133,0.31669975,0.519439087
17,88,0.088417032,0.000948061,0.001262935,0.000408307,0.028837112,0.728699073,0.000131369,9.68E-06,0.001158163,0.000948061,0.063092049,0.008182816,0.00017631,0.156087455,0.010434609
17,88,0.030300109,0.001160117,0.001491201,0.000117416,0.033354624,0.852015571,0.000184688,1.20E-05,0.000439806,0.001160117,0.042902032,0.009249599,0.000442797,0.20993237,0.588796579
17,88,0.018052274,0.000311606,0.000213139,2.43E-05,0.119052375,0.938191429,3.09E-05,5.95E-07,0.000150085,0.000311606,0.016425764,0.004719361,0.000134793,0.175288689,0.09044184
17,88,0.018682993,0.009282596,0.008601483,2.08E-05,0.088069735,1.310089775,0.00068869,6.73E-05,0.000139806,0.009282596,0.016777709,0.005039538,0.00011833,0.295259359,0.073548787
17,88,0.006328275,0.026166193,0.023081763,2.14E-05,0.825119349,1.785556068,0.001644101,0.000166821,6.86E-05,0.026166193,0.004630699,0.000846458,4.00E-05,0.66385044,0.002199067
17,88,0.030613244,0.027023307,0.024835105,0.000103068,0.794468608,1.729283988,0.001794054,0.00017542,0.000465401,0.027023307,0.040921011,0.009346157,0.000375787,0.610248609,0.511609988
17,89,0.084135994,0.00027695,0.000190408,0.000371501,0.146857666,0.955595148,2.05E-05,5.70E-07,0.000998189,0.00027695,0.061120165,0.008722449,0.000214659,0.188350931,0.065964911
17,89,0.084272747,0.030907788,0.025887106,0.000368867,0.966207034,1.868964267,0.001853799,5.89E-05,0.001040115,0.030907788,0.066210937,0.008446167,0.000171799,0.720927665,0.00697056
17,89,0.006625976,0.027343248,0.02423152,3.02E-05,0.862296942,1.747092901,0.001741872,5.10E-05,7.77E-05,0.027343248,0.004177709,0.000828104,5.39E-05,0.656798195,0.060927216
17,89,0.087237923,0.024054688,0.022944922,0.000428326,0.907872232,1.851046387,0.001301096,0.000173853,0.001098923,0.024054688,0.063538046,0.00871956,0.00047683,0.730408568,1.186905722
17,90,0.084080901,0.025749468,0.039493856,0.000392485,1.418224318,2.036447475,0.00225072,5.95E-05,0.000962976,0.025749468,0.06357107,0.008489114,0.000137555,0.746552373,0.779755843
17,90,0.08771981,0.036527317,0.034670964,0.000378903,1.224475791,1.879479125,0.002005996,5.25E-05,0.000867943,0.036527317,0.059480516,0.008312175,0.0002481,0.678827816,0.767601877
17,90,0.093967219,0.024193301,0.0215602,0.000328111,0.847216246,1.653528229,0.001392758,0.000158455,0.000529572,0.024193301,0.029196714,0.006010167,0.000275897,0.667165723,0.558609296
17,91,0.103448413,0.027987064,0.032251604,0.000330482,1.259400882,1.809784249,0.001864459,5.09E-05,0.000885253,0.027987064,0.029356941,0.005359526,0.000240662,0.622799387,0.038438125
17,91,0.086554259,0.023847486,0.037272811,0.000385132,1.311387979,1.931455961,0.002190882,5.77E-05,0.000869103,0.023847486,0.06402391,0.008109041,0.00042812,0.710822317,0.77354912
