Coffee/WaterRatio,Temperature,L-Malic acid,Trigonelline,Pyrogallol,Cinnamic acid,Citric acid,Quinic acid,Fructose,Glucose,Ferulic acid,Caffeic acid,Sucrose,Lactose,Maltose,CGA(Bitterness),Caffeine,CGA(Acidity)
12,84,0.129841382,0.000477233,7.68E-05,0.00027,0.09892148,0.739003646,2.60E-05,2.59E-06,0.00103,0.198847222,0.009452961,0.06725831,1.08E-05,3.028474961,8.326340475,8.36595293
12,84,0.280364764,0.000489613,6.80E-05,0.000400625,0.28805348,0.640831539,2.40E-05,2.41E-06,0.001315,0.204005208,0.010344104,0.065394966,1.33E-05,2.523667176,9.586149392,6.971456289
12,85,0.172873418,0.000444683,5.69E-05,0.00023625,0.198196031,0.650257252,2.39E-05,2.19E-06,0.00145,0.185284722,0.008793506,0.06275069,1.45E-05,2.240828824,9.716501158,6.190134872
12,85,2.112188255,0.021018929,0.01086372,0.016516,5.947841827,1.583246909,0.001592176,0.0001485,0.0129022,8.757887153,0.11050528,0.510656172,0.000309896,23.09911175,1332.796096,63.80970095
12,85,0.225661891,0.000444321,5.32E-05,0.0002775,0.273522685,0.653022803,2.16E-05,1.93E-06,0.001005,0.185133681,0.007765273,0.051782966,9.50E-06,2.384568647,9.178946149,6.587206207
12,85,2.149159509,0.021241617,0.010210713,0.017256438,7.615072874,1.47608729,0.001583977,0.000137286,0.0123333,8.850673611,0.099005896,0.467536931,0.000378535,22.26539465,1643.103673,61.50661505
12,85,2.024354709,0.021000321,0.010592762,0.016566375,6.653716669,1.528698142,0.00163497,0.000139857,0.01232525,8.750133681,0.101134784,0.437288448,0.000326467,22.25453112,1445.941267,61.4766053
12,85,0.173903218,0.000474875,6.44E-05,0.000190625,0.234299614,0.756624749,2.41E-05,2.56E-06,0.0008,0.197864583,0.010154088,0.058282483,6.32E-06,3.139307098,7.074490446,8.672119055
12,86,0.176876,0.000367083,4.23E-05,0.000175,0.075698173,0.723377125,1.14E-05,1.80E-06,0.00104,0.152951389,0.00703679,0.045015621,9.27E-07,2.162029529,7.222659236,5.972457264
12,86,0.590808527,0.014863567,0.00368372,0.00600625,1.531439118,1.388039728,0.000314669,5.46E-05,0.00737585,6.193152778,0.069296137,0.291391345,0.000127815,10.13530545,860.5950101,27.99808136
12,86,0.199661945,0.00034625,4.97E-05,4.59E-05,0.183785197,0.682388851,9.91E-06,1.79E-06,0.00115,0.144270833,0.007725229,0.042794828,8.50E-06,2.444801569,734.5461552,6.753595493
12,86,0.110153564,0.000400417,5.25E-05,0.000248125,0.143653654,0.712658226,1.44E-05,2.24E-06,0.000855,0.166840278,0.009289635,0.057320483,1.13E-05,2.477468353,7.357637522,6.843835229
12,86,0.473887873,0.013123579,0.003310714,0.0051,0.514188252,1.376823937,0.000274253,4.73E-05,0.00597345,5.468157986,0.06532589,0.29181431,0.000111535,9.002367314,1979.344456,24.86841799
12,86,1.850473527,0.022891492,0.011035108,0.01756725,5.06320974,1.577681225,0.00151754,0.000147431,0.01305515,9.538121528,0.105753022,0.513459966,0.000319073,22.24859525,1392.256532,61.46020789
12,87,0.0187896,0.000383333,6.01E-05,4.53E-05,2.87E-05,1.128227767,7.24E-06,2.54E-06,0.000515,0.159722222,0.009632302,0.134354517,3.22E-06,3.790789804,2.596017661,10.47179504
12,87,0.224751418,0.000345,3.89E-05,0.000209375,0.17945485,0.784360792,1.13E-05,1.63E-06,0.001055,0.14375,0.00812929,0.042870793,2.95E-06,2.811384196,8.335534163,7.766254685
12,87,0.197910473,0.00040625,3.68E-05,2.94E-05,0.091183441,0.719860297,1.00E-05,1.47E-06,0.001045,0.169270833,0.008270427,0.053857517,8.62E-06,2.575800451,6.488107991,7.115470859
12,87,0.090573836,0.01409,0.004889962,0.0029125,0.000462992,1.755460728,0.000228101,4.47E-05,0.00316,5.870833333,0.069906596,0.334829828,2.28E-05,8.953020863,160.7638911,24.73210183
12,87,0.750283818,0.016262492,0.002475134,0.0037875,1.855434039,1.415180409,0.000146597,4.24E-05,0.00729025,6.776038194,0.05885702,0.299529207,2.26E-05,11.74035555,540.7985003,32.43192141
12,87,0.621326509,0.013819767,0.002586309,0.00460625,0.726893937,1.350836125,0.000163456,4.00E-05,0.0088664,5.758236111,0.061852149,0.288197621,2.30E-05,10.65180004,268.0694065,29.42486199
12,88,0.692114909,0.011117542,0.001656072,0.00315625,1.980316882,1.314568107,0.000127303,2.83E-05,0.0065566,4.632309028,0.042560994,0.249043759,8.12E-05,9.078191392,181.0224001,25.07787677
12,88,0.247657164,0.0002825,2.93E-05,0.000241875,0.24302148,0.67843166,8.88E-06,1.31E-06,0.0012,0.117708333,0.006362569,0.039107931,9.27E-06,1.946856549,6.332799653,5.378056765
12,88,0.472243455,0.0138091,0.002153862,0.003575,0.366881157,1.42893103,0.00016073,3.94E-05,0.00693905,5.753791667,0.059731753,0.292684069,4.36E-05,10.34100992,184.5455819,28.56632575
12,88,0.565164055,0.012429829,0.001884677,0.0036875,0.97409615,1.338610948,0.000140078,3.37E-05,0.00667795,5.179095486,0.049312753,0.268618069,3.02E-05,8.915772588,198.1868269,24.62920604
12,88,0.171441273,0.000339167,3.78E-05,0.00015375,0.063532575,0.818384903,1.42E-05,1.63E-06,0.000875,0.141319444,0.007669206,0.039250103,7.08E-06,2.682582098,4.113561089,7.410447785
12,88,0.124430255,0.000307083,9.63E-05,0.00032375,0.092282339,0.660291392,1.16E-05,1.40E-06,0.00124,0.127951389,0.006692112,0.036627966,5.22E-06,1.804332196,6.551243486,4.984343083
12,89,0.457738909,0.009580492,0.001481627,0.00270625,1.206651024,1.357264934,0.000115756,2.79E-05,0.00590345,3.991871528,0.047222929,0.278199069,7.32E-05,9.463302843,138.0288752,26.14172056
12,89,0.545517745,0.008684892,0.001358417,0.00263125,1.329157425,1.294828639,9.17E-05,2.41E-05,0.00532015,3.618704861,0.0428342,0.248528586,6.51E-05,8.502319451,110.6106731,23.48707031
12,89,0.476593909,0.007822167,0.00124831,0.0025,0.970686402,1.341691463,0.000101333,2.23E-05,0.00495,3.259236111,0.03211898,0.237291897,6.73E-05,8.288917451,1067.350197,22.89756202
12,89,0.128224382,0.000222083,7.92E-05,0.000318125,0.146924213,0.698589403,1.84E-05,1.14E-06,0.00075,0.092534722,0.005436698,0.031144931,3.90E-06,2.151230725,853.6384004,5.942626314
12,89,0.214104345,0.000282917,3.05E-05,0.00019875,0.196529307,0.691719657,1.07E-05,1.24E-06,0.000815,0.117881944,0.006492643,0.038601966,6.02E-06,2.156780333,4.905370585,5.957956722
12,89,0.187804491,0.000292083,2.66E-05,0.000146875,0.186617858,0.701214709,9.84E-06,1.37E-06,0.000905,0.121701389,0.006601851,0.041419345,5.04E-06,2.078911039,5.167227852,5.742848175
12,90,0.089729927,0.00020375,7.34E-05,0.00045625,0.064611079,0.679315657,7.37E-06,1.09E-06,0.00056,0.084895833,0.004020214,0.033751069,6.08E-06,1.767431176,4.536111754,4.882406565
12,90,0.077989218,0.000195833,6.42E-05,0.00020875,0.047897811,0.625293739,9.04E-06,1.03E-06,0.000655,0.081597222,0.004344598,0.028642379,8.56E-06,1.347389255,4.836544586,3.722069765
12,90,0.084275873,0.000202917,6.78E-05,0.0009625,0.086402835,0.66222554,5.97E-06,1.04E-06,0.000795,0.084548611,0.004233963,0.031970897,1.05E-05,1.493452118,4.151469311,4.125558336
12,90,0.399933582,0.006847813,0.00112512,0.00234375,0.503383402,1.283716518,8.56E-05,2.16E-05,0.004425,2.853255208,0.025720339,0.265532828,5.06E-05,7.97764049,99.65403301,22.03768091
12,90,0.246882036,0.006262733,0.000996465,0.00218125,0.327906276,1.311213072,8.69E-05,1.87E-05,0.0038,2.609472222,0.012799916,0.252479517,4.20E-05,7.471856255,94.27310365,20.64048689
12,90,0.189915727,0.00569515,0.000915279,0.0013,0.416085417,1.231385926,6.92E-05,1.83E-05,0.003425,2.372979167,0.016782584,0.228130517,5.57E-05,7.022185196,90.91214389,19.39830165
12,91,0.079488418,0.003475613,0.000479491,0.000925,0.246459622,1.181713448,4.81E-05,8.97E-06,0.00205,1.448171875,0.011479294,0.188420172,7.20E-06,6.363161431,82.25758686,17.57779401
12,91,0.069595909,0.000367083,6.17E-05,0.0001575,0.029576236,0.692477354,8.31E-06,1.06E-06,0.001795,0.152951389,0.004499882,0.036727,8.85E-06,1.651759882,3.996740012,4.562872603
12,91,0.201267127,0.005112267,0.000875873,0.0012375,0.083389409,1.35420912,7.16E-05,1.66E-05,0.00317,2.130111111,0.022178118,0.248397483,3.49E-05,7.920651784,77.19394615,21.88025355
12,91,0.090183055,0.000365833,5.39E-05,0.000415,0.074082165,0.598942643,5.21E-06,9.49E-07,0.001965,0.152430556,0.003902449,0.030717655,0.00010571,1.304659804,4.544092357,3.604032608
12,92,0.060373891,0.003452333,0.000516088,0.00084375,0.009559748,1.49821911,5.50E-05,1.06E-05,0.001875,1.438472222,0.026202716,0.287322655,1.42E-05,8.908898765,39.93518964,24.61021758
12,92,0.082519455,0.000330833,4.92E-05,0.000349375,0.030694559,0.641479471,4.93E-06,1.79E-06,0.00133,0.137847222,0.004618714,0.035323931,9.56E-06,1.388105608,4.880904748,3.834545878
12,92,0.065438527,0.00036,6.48E-05,0.0001175,0.003600614,0.870732166,4.06E-06,1.19E-06,0.001385,0.15,0.003947827,0.03556731,3.81E-06,2.408580059,2.350117255,6.653536074
12,92,0.117666891,0.002093567,0.000356353,0.00129375,0.209442693,1.176409871,3.87E-05,6.14E-06,0.001815,0.872319444,0.008086651,0.126632552,1.11E-05,5.818408098,52.91526057,16.07295055
12,92,0.094393073,0.00259735,0.000391655,0.00085,0.055186827,1.267027204,5.02E-05,7.67E-06,0.00189,1.082229167,0.007801816,0.215327414,1.94E-05,6.695587275,55.29256369,18.49609744
12,92,0.097521109,0.000330417,4.65E-05,0.00060125,0.046919811,0.579303151,3.98E-06,1.67E-06,0.001965,0.137673611,0.004607829,0.025228862,8.56E-06,1.031642118,5.527075854,2.849840104
12,93,0.114756018,0.00024375,4.05E-05,0.00028375,0.066622346,0.586874254,3.74E-06,1.26E-06,0.001945,0.1015625,0.00441899,0.02206969,1.27E-05,1.041956,6.591556167,2.878331492
12,93,0.063184291,0.002039142,0.000341561,0.0009375,0.182563606,1.169914215,3.62E-05,5.80E-06,0.0018,0.849642361,0.007636649,0.125853793,1.26E-05,5.893835569,1751.097622,16.28131373
12,93,0.077674018,0.000239583,4.93E-05,0.00052625,0.030220386,0.62518753,5.86E-06,1.34E-06,0.001945,0.099826389,0.003497855,0.025548828,1.52E-05,1.228409412,4.448642154,3.393396165
12,93,0.071096182,0.001876021,0.000294886,0.001075,0.496927354,1.187653015,4.33E-05,5.23E-06,0.00184,0.781675347,0.007763688,0.122623828,1.25E-05,5.826996863,48.79003764,16.09667642
12,93,0.088239745,0.00028,4.68E-05,0.000194375,0.038090866,0.609717652,2.22E-06,1.53E-06,0.00239,0.116666667,0.003942729,0.026345414,8.68E-07,1.073769275,2009.589718,2.966213465
12,93,0.052643073,0.001905592,0.000329381,0.00075,0.059107205,1.196509406,4.33E-05,5.84E-06,0.001365,0.793996528,0.007229273,0.161554276,1.26E-05,5.718642451,42.81698755,15.79735484
12,94,1.211594618,0.157545771,0.034056597,0.021393875,4.616888276,1.914597335,0.00305176,0.000484531,0.0405031,65.64407118,0.092172678,0.286060414,0.000128566,19.69648186,12.14137522,54.41017089
12,94,0.061013036,0.000288333,4.40E-05,1.31E-09,0.015724709,1.23656636,1.62E-06,1.64E-06,0.00111,0.120138889,0.004192586,0.033711655,9.03E-06,1.87448751,2.941695136,5.178142292
12,94,0.055501745,0.001767996,0.000312768,0.00084375,0.041909197,1.329239819,2.88E-05,5.87E-06,0.001325,0.736664931,0.00737681,0.232739345,9.45E-06,7.583158549,36.33849016,20.94795179
12,94,0.066282327,0.001520775,0.000263748,0.0008875,0.482754795,1.138252033,3.14E-05,4.53E-06,0.00202,0.63365625,0.00710289,0.103005414,1.23E-05,5.713121235,45.9557846,15.78210286
12,94,0.053713582,0.0013435,0.000235152,0.00106875,0.20600537,1.051137251,2.06E-05,4.03E-06,0.00158,0.559791667,0.006896902,0.030705552,1.14E-05,4.80365949,1.115324262,13.2697776
12,94,0.105365927,0.000253333,3.75E-05,0.000430625,0.07787478,0.615621186,2.69E-05,1.34E-06,0.1277497,0.105555556,0.004503839,0.024017138,1.70E-05,1.062327529,5.030221482,2.934606435
14,84,1.0981198,0.004121633,0.000842363,0.0018875,1.697648709,0.738363138,0.000130463,1.56E-05,0.0059367,1.717347222,0.027402918,0.18102,8.54E-05,4.811532078,78.75574262,13.29152508
14,84,1.147520218,0.0043622,0.00084521,0.00184375,1.782089646,0.759540699,0.000146498,1.64E-05,0.0062746,1.817583333,0.028602955,0.194956207,8.00E-05,5.064402078,71.2909308,13.99006099
14,84,1.236560836,0.034188283,0.005681081,0.009502563,4.991062709,1.192606609,0.000564317,9.69E-05,0.0198003,14.24511806,0.07563082,0.330244586,0.000238796,10.38007324,717.9384062,28.67423546
14,84,1.1735058,0.004657471,0.001005763,0.00196875,1.847297929,0.827615817,0.000163168,1.86E-05,0.00678615,1.940612847,0.035249624,0.170073862,6.91E-05,5.608640745,737.7426332,15.49348272
14,84,1.264647364,0.043425533,0.007317095,0.012233313,5.343258772,1.320169007,0.000689614,0.000125714,0.02403445,18.09397222,0.084711394,0.331148,5.54E-05,11.63664457,957.859379,32.14542699
14,84,1.282483782,0.038240971,0.00645027,0.010708312,5.517711882,1.241987659,0.000591849,0.000108571,0.0220926,15.93373785,0.084069718,0.315145552,0.000160058,10.82049176,585.480165,29.89086123
14,85,1.044825491,0.025789867,0.004597457,0.008992063,3.504841433,1.189331955,0.000454181,7.41E-05,0.0149166,10.74577778,0.072718229,0.297788483,0.000229311,9.418963098,544.4836175,26.01923508
14,85,1.166310873,0.028063496,0.004920799,0.009229563,4.262857512,1.153257119,0.000511996,8.20E-05,0.01771475,11.69312326,0.075049724,0.301133931,0.000254937,10.05158504,584.6663564,27.7668095
14,85,0.992028673,0.003538883,0.000778453,0.0017375,1.313682961,0.714596989,0.000129373,1.40E-05,0.00521265,1.474534722,0.027906098,0.176464552,7.92E-05,4.688183824,68.53181818,12.95078404
14,85,1.248942618,0.029660246,0.005022048,0.009683,4.918074795,1.164844579,0.00050589,8.61E-05,0.01960395,12.35843576,0.077459745,0.335646172,0.000221064,10.16745308,653.4103315,28.08688696
14,85,1.0913752,0.003662513,0.000770678,0.00144375,1.583550102,0.722638757,0.00013749,1.44E-05,0.0063339,1.526046875,0.028168651,0.177294448,9.37E-05,4.511150431,74.42988998,12.46174152
14,85,0.847467291,0.003599146,0.000744422,0.0016,1.21706089,0.741773854,0.00011841,1.38E-05,0.00535435,1.499644097,0.027474449,0.173641483,6.66E-05,4.53028802,64.46616821,12.51460779
14,86,0.980487036,0.023215129,0.004270382,0.009031813,3.202819551,1.219862815,0.000464549,7.10E-05,0.01364695,9.672970486,0.069037616,0.284418345,0.000202004,8.955186922,540.2878257,24.73808542
14,86,0.876436364,0.0030989,0.000646989,0.00144375,1.373888008,0.767711872,0.0001,1.29E-05,0.00496,1.291208333,0.028868496,0.185828,5.75E-05,4.850123314,57.97756514,13.3981307
14,86,0.854244145,0.003312971,0.000689196,0.0018,1.311691087,0.724718015,0.000142419,1.26E-05,0.0053307,1.380404514,0.028399571,0.181228517,6.58E-05,4.661613137,62.78957441,12.87738436
14,86,1.021269345,0.021571358,0.003809543,0.008299875,3.254760165,1.163303518,0.000387463,6.04E-05,0.0141592,8.988065972,0.06730029,0.300217414,0.000134573,8.101230412,529.158053,22.37908954
14,86,1.005216545,0.019614262,0.003666316,0.007609875,3.380600567,1.135655489,0.000356464,5.74E-05,0.0112929,8.172609375,0.065722704,0.261307931,0.000157647,9.078718588,449.1882426,25.07933312
14,86,0.811175164,0.003399292,0.000722878,0.00121875,1.369947858,0.766056894,0.00013746,1.37E-05,0.004565,1.416371528,0.032432922,0.178458759,7.81E-05,4.748007196,59.42284742,13.11604198
14,87,2.472012309,0.01934665,0.016372442,0.02515225,11.37710209,1.389631507,0.002064291,0.000200207,0.0115448,8.061104167,0.105043247,0.431395,0.000470071,23.02321602,717.159806,63.60004425
14,87,2.433174291,0.022272104,0.016585104,0.026802375,10.9449715,1.450245448,0.002095389,0.0001906,0.01291235,9.280043403,0.105939608,0.429311724,0.000505862,23.60121004,2251.056728,65.19671282
14,87,0.544723545,0.002707587,0.000664493,0.0013875,1.087369276,0.75287643,0.000102778,1.09E-05,0.004285,1.128161458,0.021637837,0.159314483,5.64E-05,4.19959902,52.35098002,11.60110226
14,87,0.639931073,0.002475304,0.001024938,0.0031375,1.107746969,0.642055189,7.79E-05,8.69E-06,0.00511155,1.031376736,0.018255371,0.148219759,4.94E-05,3.749131314,388.7592169,10.35671634
14,87,2.376578145,0.024410108,0.020543733,0.024981875,11.46814761,1.506047758,0.002507778,0.000243491,0.0152606,10.17087847,0.122406418,0.474029655,0.000469829,24.38319894,233.9340185,67.35690315
14,87,0.585579873,0.002196713,0.000982075,0.00280625,1.035045472,0.652120881,8.82E-05,8.36E-06,0.004405,0.915296875,0.019607841,0.143732345,5.50E-05,3.583628451,51.9686769,9.899526108
14,88,0.603060964,0.002098533,0.000908373,0.0017,1.116214409,0.665219282,9.13E-05,8.23E-06,0.003575,0.874388889,0.017271859,0.152680448,4.84E-05,3.989821275,39.17698755,11.02160573
14,88,2.417644109,0.020418696,0.016393551,0.023868938,11.77691426,1.454900348,0.001828797,0.000190424,0.0109531,8.507789931,0.093993782,0.408902621,0.000488653,23.99305506,1811.027073,66.27915762
14,88,0.554160618,0.001939496,0.000440896,0.0006875,1.573158386,0.847774042,7.20E-05,9.74E-06,0.002305,0.808123264,0.024625841,0.180247241,4.53E-05,5.243184569,27.97961928,14.48393527
14,88,0.583273582,0.002131942,0.000924185,0.0023,1.207649661,0.693152819,8.99E-05,8.84E-06,0.003015,0.888309028,0.018099112,0.156766138,5.43E-05,3.903239451,39.20106543,10.78242942
14,88,2.414807364,0.021664471,0.017394301,0.024233063,12.29034238,1.511468179,0.003720803,5.33E-05,0.0116158,9.026862847,0.097482453,0.459645621,0.000469125,25.46075296,1616.129512,70.33357171
14,88,2.412897764,0.020257979,0.015168102,0.0254885,11.21766765,1.440981279,0.001769702,0.000166966,0.01117915,8.440824653,0.090098839,0.366469241,0.000520813,22.61013541,1844.20988,62.4589376
14,89,0.474633145,0.001735625,0.00036039,0.0006,0.622458315,0.686682269,6.28E-05,7.09E-06,0.00307,0.723177083,0.019319553,0.159717276,4.50E-05,3.720798059,36.95077302,10.27844768
14,89,2.224874818,0.018336788,0.011723535,0.016389125,10.51462204,1.480459773,0.001570669,0.00014,0.0095207,7.640328125,0.077103494,0.329148552,0.000421977,23.84219425,1570.195979,65.86241507
14,89,2.285572655,0.021408825,0.014351001,0.019891875,11.1548408,1.473057216,0.001592666,0.000171619,0.0113663,8.92034375,0.086264349,0.352822138,0.000431781,24.42520314,1507.780281,67.47293684
